id,release_date,debit_account,credit_account,amount,document,operation_nature,cost_center,taxes,currency,conversion_rate
812,2023-07-17,DLAWCK,CQ0JOU,117632.50189194572,DOCW8TNU,OPRPEJK,CCYAYAC,,BRL,3.523286759155978
813,2023-07-29,DDFU1P,CYCYD8,2956.84,DOCQBHJP,OP27H2G,CCNUZQ9,471.09235950902394,BRL,
814,2020-06-26,DL69IS,C4HOFK,8756.56,DOC3KQY0,OP19ETZ,CCYBTOM,444.1325202720218,BRL,1.2480290666241416
815,2022-09-16,DAEXCL,CZ0006,1213.03,,OP86EVJ,CCTZ1DJ,,EUR,2.5681167953894297
816,2021-02-21,DPJSTF,C704O3,2203.1,DOCNI5KY,OPA6XMA,CCBZWWE,444.1325202720218,nan,2.135299770937235
817,2021-08-26,D4YME1,COWS8H,1912.03,DOC6HID0,OP2DR9O,CCMV177,444.1325202720218,USD,3.4756056261939174
818,2020-01-04,DOZMRO,C3QHPB,4089.96,DOC53G2E,OP45URH,CCNXN4O,326.4998804726215,JPY,3.4756056261939174
819,2023-12-02,DVH1X3,C8TSHQ,7477.81,DOCIWEJ3,OPKJQTS,CCUIOGD,430.1553391717098,EUR,2.5681167953894297
820,2022-07-08,DRM2RW,C85GWN,5316.38,DOC3KIHC,OPACSRR,CCAJ9HR,471.09235950902394,EUR,2.135299770937235
821,2023-06-21,DLNW69,CI1S57,4928.0,DOCY7QLB,OPS70M6,CCYGG5V,326.4998804726215,EUR,2.5681167953894297
822,2022-08-04,D34K5W,CPWPT7,105.41,DOC7OQGC,OPVPWMD,CC7JP2L,154.26397977720023,JPY,3.4756056261939174
823,2020-01-16,D45X9M,CYNHCW,4311.48,DOCVWAEZ,OPLW88R,CCL42B9,430.1553391717098,EUR,3.4756056261939174
824,2021-03-23,DQXTOM,C9JDBS,729.18,DOCL6M2H,OPPH65L,CCE0XPN,430.1553391717098,EUR,2.5681167953894297
825,2021-09-03,DA1AV8,CMZPSJ,2161.71,DOCBV5ML,OP9F50K,CCWKX3B,471.09235950902394,JPY,1.2480290666241416
826,2020-08-22,DWHZ8S,CASADI,9330.7,DOCZHM2J,OPH20FM,CCH1TXL,430.1553391717098,nan,2.5681167953894297
827,2023-07-12,DTV5YS,C4N0QG,2232.44,DOCHT2SN,,CCE4V3F,471.09235950902394,EUR,3.523286759155978
828,2021-09-08,DEBLBY,CMFGZM,8597.54,DOC9MJY3,OPGEU3O,CC8I87N,430.1553391717098,USD,2.5681167953894297
829,2023-01-21,D1SAX2,C2OPE5,8048.64,,OPPYZ55,CCM6W1S,,nan,3.4756056261939174
830,2023-06-01,DVJJ06,CQMG59,1675.55,DOCRPGIE,OPUP8Y0,CCLPRTL,6779.970521973589,JPY,1.2480290666241416
831,2020-11-15,DIF7HR,CBJ6EV,6096.55,DOC3M3GN,OPVZV6D,CC8O486,154.26397977720023,nan,2.5681167953894297
832,2022-05-18,DII13G,C3R8W8,1245.05,DOC2B475,OPEYB5F,CCJCQVW,326.4998804726215,nan,3.4756056261939174
833,2022-08-23,DULCN1,CUGKZU,7306.09,,,CCKBZVI,430.1553391717098,BRL,2.5681167953894297
834,2020-07-08,D3V45R,CNB5XX,6410.88,DOC7R3BU,OPBU3IP,CCA6P20,326.4998804726215,JPY,3.523286759155978
835,2023-10-20,DKC01Z,C5156I,8138.19,DOCDVW1B,OP7P5HX,CCOD80A,,nan,1.2480290666241416
836,2022-10-16,DHBDQL,CD4MLV,4845.91,DOCBJOV3,OPZBU8X,CCGPFUD,326.4998804726215,JPY,3.4756056261939174
837,2021-04-20,DNIUTV,CTQ7BU,172224.63995862362,DOC12THC,OP07HKR,CC8DQ13,154.26397977720023,EUR,1.2480290666241416
838,2023-01-18,D6LOE9,CLR4QX,588.55,DOCTGYSY,OPCOGPR,CC2RMIZ,6190.804118524189,JPY,2.5681167953894297
839,2022-04-10,D6WVVN,CC438Z,56415.54350156134,DOCVTHKS,,CC1OAMX,430.1553391717098,nan,2.5681167953894297
840,2021-07-27,DMJFE8,CFTEVM,7179.02,DOC8JL44,OPJ70FO,CC74PFZ,326.4998804726215,JPY,2.135299770937235
841,2023-07-18,DFJYXX,CKNR74,4239.28,DOCBK1P6,OP06G9J,CC1AZZL,326.4998804726215,BRL,3.4756056261939174
842,2020-02-14,D70U80,C1U6QG,1812.22,DOCYT8B8,OPB8S0B,CC4JQVJ,326.4998804726215,BRL,
843,2020-09-04,DZ2Z0A,CP3OFV,1161.39,DOCCHF1N,OP3D0I2,CC7I68C,444.1325202720218,BRL,3.523286759155978
844,2021-07-07,DH2AXV,C1AXF3,154066.19251900254,DOCK7RMK,OPWEE2I,CCJR71R,430.1553391717098,JPY,2.5681167953894297
845,2023-10-01,DUDC9O,CY81SG,4784.12,DOCU5IH5,OPKV37K,CC1SPQ8,154.26397977720023,nan,3.4756056261939174
846,2020-03-24,DLHQW6,CI19YL,8834.61,DOCMNQDF,OPJPN7Y,CCRO5UV,154.26397977720023,EUR,2.5681167953894297
847,2020-01-01,DVKT2N,C9SVGN,7359.56,DOCF27A4,OP1LLBV,CCH3AVF,,USD,3.4756056261939174
848,2021-06-09,D40MMF,CUTNAB,4156.29,DOCCWUO0,OPL3730,CC7MBES,444.1325202720218,EUR,
849,2022-03-26,DJCQ2R,CM855P,3797.76,DOCME0IZ,OP10KLB,CCW0H62,,BRL,1.2480290666241416
850,2022-12-13,DXKSFC,COF5OW,5204.82,DOC0H08M,OP0XAMM,CCATDY9,,nan,3.523286759155978
851,2023-04-06,DISZQE,CYQIY1,8901.69,,OPJEJ42,CCNUC4V,430.1553391717098,JPY,
852,2022-03-22,DS1PIE,C4KHDH,7399.06,DOCV7FL5,OPE8NC1,CC6DFPX,,JPY,3.523286759155978
853,2022-06-29,DO0ZVS,C1P50H,151.01,DOCT29MX,OP9XP8C,CC5XBUQ,471.09235950902394,nan,3.4756056261939174
854,2020-07-27,DDUZQK,CT9S8A,6972.16,DOCLZGLZ,OPG91JQ,CCOMPG4,6391.963984371231,nan,3.523286759155978
855,2021-06-01,DMRXY2,CSPQYS,9203.12,DOCIYBW7,OPYEYM2,CC4OO7G,430.1553391717098,BRL,1.2480290666241416
856,2021-12-25,DZ56WN,CP2TYA,7133.51,DOCUNAYO,,CCHO45P,471.09235950902394,BRL,2.135299770937235
857,2021-08-03,D6VGL5,CKL015,1852.36,DOCDBQJ1,OPAJZ7X,CCU97I0,154.26397977720023,nan,3.523286759155978
858,2023-10-09,DMRNM8,CI5JGW,4886.83,,OPNF298,CCM2YPK,444.1325202720218,BRL,2.135299770937235
859,2021-02-05,DZ3NM5,CI54K9,28007.09371065477,DOCW40XT,OPR59A4,CCS5X3U,154.26397977720023,USD,1.2480290666241416
860,2023-05-04,DHO0UP,CRQBNB,3654.05,DOCM9X6S,OP805NZ,CCW9DAK,326.4998804726215,JPY,
861,2020-06-23,DRFBGR,C9H14B,9377.46,DOCQLOKB,OPRPQHQ,CCNSCAR,2220.1702370673083,BRL,2.5681167953894297
862,2020-03-13,DADSYE,CKZIVY,9240.72,DOC3AWCM,OPQLLID,CC1Z0YI,430.1553391717098,BRL,3.523286759155978
863,2020-05-24,DEPTAN,CXFAR6,2900.08,,,CC2ZL1J,471.09235950902394,BRL,3.523286759155978
864,2021-06-21,DE5SIQ,CFK79D,3462.35,,OP3GDWP,CC0UYH3,444.1325202720218,nan,3.523286759155978
865,2021-09-17,DEHD87,C8BV8L,6042.11,DOCUCQU8,OPI3O28,CCFMPYV,430.1553391717098,USD,3.523286759155978
866,2022-12-28,DDC7G7,CJRGGZ,181224.30715456046,DOC9MJ75,OPJHLPL,CCFPZV0,,BRL,2.135299770937235
867,2021-11-27,DU6F9K,C30CM7,1563.23,,,CCIPHRW,444.1325202720218,USD,1.2480290666241416
868,2020-08-30,DUWL17,CK7KMN,2643.47,DOCG1518,OPIST3P,CC5HH3A,430.1553391717098,USD,2.135299770937235
869,2022-12-21,DWF7YI,CBFNKB,8748.21,DOCVO2IA,OPKCR5C,CCZUJ5I,444.1325202720218,nan,3.4756056261939174
870,2021-05-25,D07RCG,CLP6X7,4969.73,DOCNI2CC,OPQKKW1,CCIZ73A,444.1325202720218,BRL,3.4756056261939174
871,2020-11-30,D2K3PF,CF2I97,8999.71,DOC91UI4,OP2BK54,CCDTZY8,430.1553391717098,USD,
872,2020-05-19,D6LXAQ,CAO1MI,1936.63,DOC1GCU4,OP75ODE,CCS8DTV,154.26397977720023,BRL,
873,2022-04-29,DPRJYZ,CZ48U7,5373.42,DOCCWOBA,OPHRVFE,CCHI2Z1,154.26397977720023,BRL,3.523286759155978
874,2021-08-16,DRL4X4,C955FU,3330.07,DOCZSUI2,OPRZUDM,CCGIFWM,430.1553391717098,EUR,3.4756056261939174
875,2021-08-02,DVQH5S,CZW5AL,60819.740001681566,DOC7RTDK,OPV9UTE,CCBAUCN,444.1325202720218,JPY,2.135299770937235
876,2022-11-30,DJBI96,CDCTVF,4524.08,DOC8OC21,OPTM5J6,CCFIHBV,154.26397977720023,BRL,1.2480290666241416
877,2020-10-02,D2S18N,C9VUVA,4387.47,DOCS5AIF,OP1ZNLM,CCBW4T5,471.09235950902394,nan,3.4756056261939174
878,2023-03-21,DH7GAZ,CQEFBI,3637.73,,OPC7WK3,CCM6T3T,,JPY,3.4756056261939174
879,2022-12-07,DBHMZT,CTSF9R,9158.21,DOCR5T52,OPFYID4,CCJF6DU,,nan,2.135299770937235
880,2023-07-08,DJHGQH,CCY5V9,7344.27,DOCRW7E7,OPIN1XQ,CC1PCGL,471.09235950902394,nan,3.4756056261939174
881,2021-03-06,D6DSGE,CRDX59,7302.72,DOC6YXHW,OPBQ7HW,CC8NXRW,471.09235950902394,nan,2.5681167953894297
882,2022-12-24,DMVCJ1,C5TT07,2970.14,DOC4CURW,OPJMJ6A,CCDT6FD,471.09235950902394,EUR,2.135299770937235
883,2020-08-03,D68EDI,CS9NSL,5819.32,DOC00K9I,,CCSAGQY,444.1325202720218,JPY,2.5681167953894297
884,2022-04-21,D6HJBD,CT639M,7813.88,DOC28092,OP19EH9,CCXINA3,154.26397977720023,nan,2.135299770937235
885,2023-07-23,DF95JE,CIQSZW,7976.34,DOCD3GKE,OPTE6YX,CCBZP3G,471.09235950902394,EUR,2.135299770937235
886,2023-01-18,DEHWIE,CBXF2O,3510.85,DOC1BYOB,OP9GEUT,CCSIPMC,430.1553391717098,JPY,2.135299770937235
887,2022-04-06,DH5WDN,CYCIYZ,7731.64,DOCKYCJU,,CCVFPUH,4698.992714166213,nan,3.4756056261939174
888,2021-07-24,DTAXUE,CGYB9X,7385.35,,OPWENVP,CCP8ZT6,,nan,3.4756056261939174
889,2021-08-21,DVEONT,CJTNG4,1500.91,,OPG01RR,CCPS33Z,,BRL,1.2480290666241416
890,2022-06-24,DHZHMW,C0QHEM,8672.86,DOC5FX9C,OPRU8L9,CCDJDB3,471.09235950902394,JPY,
891,2022-01-31,D3719Y,CHG1M8,4469.08,DOC7MMRI,OPLPBUV,CCEP4F8,154.26397977720023,USD,2.5681167953894297
892,2023-03-09,DQTH4B,C4LK25,4915.46,DOC8E6IE,OPLA5W5,CC9WQKE,471.09235950902394,nan,1.2480290666241416
893,2023-07-11,D351U6,CXUXX5,4538.85,DOCKQKS2,OP8CJGP,CCBTISR,430.1553391717098,nan,2.5681167953894297
894,2020-10-09,D8618L,CWPQBP,5721.68,DOCP7DTQ,OPP2IGB,CCQIOTQ,471.09235950902394,nan,2.135299770937235
895,2020-11-17,DTIAEZ,COGBY8,6249.58,DOCGKW9P,OP6VAX6,CC0KBOP,444.1325202720218,BRL,3.523286759155978
896,2020-09-09,DQV7AW,CWKV13,5031.98,DOCXP5PE,,CC1O4IM,471.09235950902394,BRL,1.2480290666241416
897,2023-11-28,DJDV65,CQKYUZ,8681.21,DOC0QRVX,OPWKI0T,CC1NBN8,444.1325202720218,BRL,3.523286759155978
898,2020-09-03,D7FBJ0,CT409X,118762.46783859655,DOCE297K,OP8HGV5,CCMTTBC,154.26397977720023,JPY,3.523286759155978
899,2022-02-20,D7393V,CEQYIL,4074.14,DOCIHHYQ,OP61KKB,CCRHX4Z,326.4998804726215,EUR,2.5681167953894297
900,2022-04-01,D2WLV2,C2ZB4M,4225.25,DOCV6Y9A,OPOY8XP,CCPTUIL,154.26397977720023,JPY,2.5681167953894297
901,2023-04-25,DQTYVR,C8TX6W,8127.3,DOCG8DUE,OPNO3G9,CCC3QZ4,430.1553391717098,EUR,3.4756056261939174
902,2022-08-16,D4KWIM,C6AD75,3547.1,DOCJJ7GL,OPIOL83,CCHVVK2,154.26397977720023,USD,2.135299770937235
903,2020-10-12,DLPO3J,CHCJ1F,2193.4,DOCLNWVK,OP9RLQ0,CCCVX7V,444.1325202720218,JPY,
904,2023-02-20,D8VHKV,C1E6MV,687.89,DOCVKKTY,OPQ4QUS,CC52VV9,154.26397977720023,nan,2.5681167953894297
905,2023-09-30,DAO9IB,CQMNXI,8772.67,DOC06V4F,,CCCATS2,444.1325202720218,USD,
906,2021-09-04,DGQV44,CSA4HW,9193.61,DOC3TA1O,OP4E1R6,CC2ZNND,430.1553391717098,nan,
907,2021-12-26,D0LXS1,CD6B2C,1289.19,DOCW762K,OPGXXJW,CC2VFRY,444.1325202720218,EUR,
908,2023-07-18,DSHJ4U,CKMMCD,3411.29,,OPAQZ8R,CCFWPQB,471.09235950902394,BRL,
909,2022-08-26,D92JZL,CFT5JX,1836.18,DOCOVUO8,OPDCSP7,CCN6WZH,154.26397977720023,EUR,3.523286759155978
910,2022-04-30,D3K5RZ,C60E4P,1247.39,DOC63MMF,OPLAZDP,CCQE2NN,,JPY,3.523286759155978
911,2021-03-22,DP9G9Y,C38E9Z,9008.68,,OP7JQPN,CCEHCQT,471.09235950902394,USD,3.523286759155978
912,2022-09-03,DH4X9P,CR1GDV,663.08,DOCG2S2V,OPYPD6C,CC2UO2A,326.4998804726215,USD,2.135299770937235
913,2022-09-28,DPW1HT,CALTMU,9806.81,DOCIZTT8,OP3VLOG,CCB7R6M,444.1325202720218,USD,1.2480290666241416
914,2023-11-23,D4DHR7,CHQHCK,1054.86,DOCMUD2W,,CCUEEL8,326.4998804726215,EUR,2.5681167953894297
915,2022-10-24,D13A7Y,C122I5,162655.6640209238,DOCF8P1O,OPPZAM2,CC8W91M,326.4998804726215,JPY,3.4756056261939174
916,2021-10-13,DZITXL,CL2MXG,5708.41,DOCWBMGP,OPN8M6F,CCH8F3Q,326.4998804726215,BRL,3.523286759155978
917,2022-10-06,DDRZQ9,CFHDN6,70385.51863227536,DOCR6T7J,OP2KJ7H,CCATRR2,471.09235950902394,USD,2.135299770937235
918,2023-08-28,DLX8RW,CRJZB6,3489.19,DOCNSMJ6,OPE2377,CCWTRPI,471.09235950902394,BRL,2.135299770937235
919,2020-05-03,DET9BU,CIWX4X,7597.91,DOCNFSWH,OPCMS8T,CCOGNC0,471.09235950902394,USD,2.5681167953894297
920,2022-06-28,D88IBD,CKSP56,3214.28,DOCTLSSA,OPK7OEM,CCQJXWJ,471.09235950902394,USD,3.4756056261939174
921,2021-09-06,DMOFNE,CINFCN,6607.46,DOCP9LNW,OPVISNC,CCWA93Y,444.1325202720218,EUR,
922,2020-10-19,DFBQXE,CCAZ49,5221.53,DOC0IKXI,OPU78Y8,CC40QKC,154.26397977720023,nan,2.135299770937235
923,2022-10-11,DYLV0K,C4K3HQ,4901.16,DOCM485K,OPP3EJ3,CCX452W,154.26397977720023,USD,1.2480290666241416
924,2020-04-17,D8SJCE,CDXFMU,9021.51,DOCGOEC8,OP4IZYE,CCV2YW1,,nan,1.2480290666241416
925,2023-06-26,DT05LD,CLMYB9,5590.99,DOC6IGA0,OPM7CSU,CCU7IPK,,EUR,1.2480290666241416
926,2021-03-17,DHN5G2,C1QFWD,8285.93,DOCKUDR3,OP0WFR9,CC2YKLW,154.26397977720023,USD,2.135299770937235
927,2020-02-22,DIGX1B,CUE43B,7283.18,DOC8MHEL,OP6PJON,CCKLH61,444.1325202720218,JPY,2.135299770937235
928,2021-12-28,DNKJWA,CL6DLS,481.72,DOCH9FAK,OPR31Q0,CCLXZ6R,444.1325202720218,USD,2.5681167953894297
929,2022-08-23,D78E5A,C8KBSU,7753.79,DOCW6GF5,OPO5HQQ,CCI9UHD,154.26397977720023,USD,2.135299770937235
930,2022-03-11,D0VWKX,C2MURC,2247.02,DOCDIMK9,OP5NHKY,CC4VDF8,444.1325202720218,JPY,2.135299770937235
931,2020-01-21,DFRBXV,C62WBR,9041.18,DOCM36VT,OPXOGDJ,CCLSJE0,6391.963984371231,JPY,1.2480290666241416
932,2022-12-14,DLTIZ5,CG8I97,524.95,DOCCH8ER,OP0A36Y,CCQ0DOB,430.1553391717098,USD,2.5681167953894297
933,2020-05-16,DM24FK,C3B2X7,3397.41,DOC42J9G,OPL5JQL,CCRRLFH,444.1325202720218,BRL,3.4756056261939174
934,2023-11-07,DRQGHQ,CE436O,1087.36,DOCTZCTB,OPPIDY4,CCY1CFF,154.26397977720023,EUR,3.4756056261939174
935,2020-06-15,D2FIPJ,C6OOXN,90433.57457156369,DOCX1LUG,OPZCF8V,CC6TMQL,154.26397977720023,BRL,2.135299770937235
936,2023-11-06,DHXQEP,C6WEFK,8218.22,DOCGIOY9,OPUDKQW,CCN3XVQ,326.4998804726215,USD,1.2480290666241416
937,2023-10-02,DQ06BU,CTGJGA,3052.05,,OPPW5N6,CCBWTR9,326.4998804726215,nan,2.5681167953894297
938,2022-03-20,D0XUBW,CDTHHT,1594.26,DOCBX05H,OPJ9WO0,CC4Y86A,,JPY,3.4756056261939174
939,2020-01-14,D7AV6C,CKZLM2,3369.64,DOCTE5EH,OP5MLTV,CC4HK4B,471.09235950902394,JPY,1.2480290666241416
940,2022-01-09,DBLAKO,CL2S9J,8157.41,DOC6CMLB,OPDJ10Z,CCJ8YT7,2220.1702370673083,nan,2.135299770937235
941,2020-03-25,DN01Y4,C3Z7UK,1489.8,,OP9VI04,CC12A6T,444.1325202720218,EUR,2.135299770937235
942,2020-08-25,DI5P5L,CM3I14,2350.89,DOC0N6VA,OPWOGQ4,CC789PS,326.4998804726215,EUR,3.523286759155978
943,2023-06-25,DQ9FU0,CYXBK1,781.63,DOCV3CW4,OPNMV1M,CCGNYUC,326.4998804726215,USD,2.135299770937235
944,2020-01-08,DKWE29,CRALTE,7086.53,DOCDCYYE,,CCUTG0F,,USD,1.2480290666241416
945,2021-07-07,DIS1OU,CRBNGP,4012.81,DOCKK4NN,OP9VCRS,CC4YZP1,430.1553391717098,JPY,2.135299770937235
946,2023-08-04,D15REE,CN4QF4,3177.32,DOC794PZ,,CC9EBVI,326.4998804726215,nan,
947,2023-12-03,DJ52IM,C7DTWR,7214.4,DOCNC9PG,OP6MD4A,CCPJU2O,,nan,3.523286759155978
948,2021-08-22,DYH8IB,CDDY8H,3426.18,DOCGWJ5Y,OPFLN3V,CCEIVGW,444.1325202720218,BRL,2.135299770937235
949,2021-04-09,D4YT4G,C5CQYO,7304.94,DOCPZSQQ,OPPBMQL,CCJJNC3,154.26397977720023,EUR,2.135299770937235
950,2020-10-15,DQHQNK,C3LUWU,8170.47,DOCUKJ3A,OP7K432,CC2K5LI,,EUR,3.523286759155978
951,2023-03-19,DISQO4,CP85S8,2254.86,DOCPS5P4,OP0QJ9T,CCF78T0,444.1325202720218,USD,
952,2021-08-12,DJD1XI,CA4U27,9740.81,DOCRW8N6,OPXYGWP,CCUNSCK,430.1553391717098,USD,2.5681167953894297
953,2021-01-26,DTCG0E,C2IN20,1707.34,DOCRSD74,OPSH4HV,CC2EHCO,326.4998804726215,EUR,3.523286759155978
954,2020-08-03,DIHBMR,CBGZ5I,2979.32,DOC6MT4Z,OPIPHRY,CC0L7LL,,BRL,1.2480290666241416
955,2022-06-07,D8LMDW,CR28W4,1879.97,DOCEPC7W,OPSMO5A,CCJMSYW,444.1325202720218,USD,1.2480290666241416
956,2022-08-01,D5YRWL,CS5LMV,3520.51,DOC59QJD,OP9RZUP,CCL1ZHW,471.09235950902394,USD,
957,2021-11-07,DMP9EA,C7PLEX,4852.6,DOCTYS13,OP8MVZA,CCHARVJ,154.26397977720023,BRL,2.135299770937235
958,2022-02-25,DTN5AU,C9GU9T,5269.54,DOCAWJ5V,OPG3NYV,CCY7UZ2,444.1325202720218,JPY,3.523286759155978
959,2020-12-10,DXPKLC,C72KUZ,8550.7,DOCLEF9M,OP7L3DD,CC0G6PV,471.09235950902394,EUR,3.4756056261939174
960,2021-11-08,D9J9L2,C3BM29,8905.53,DOC7HGCR,OPJAW8E,CCUB94T,154.26397977720023,nan,
961,2022-05-13,DLC9LU,CL907F,2279.03,,OPYKM53,CC10HPX,326.4998804726215,nan,3.523286759155978
962,2023-08-20,DEB6VJ,CZITUR,6266.65,DOC4R77N,OPPOSFF,CCT7M1I,154.26397977720023,nan,3.523286759155978
963,2023-11-08,D340IS,CYJGVF,1203.81,DOC72K1J,OPOZJJ5,CCM58N1,2220.1702370673083,nan,
964,2022-06-10,DLT3EQ,CRG626,4643.8,DOCOAI8C,OPZI4G4,CCBEOK9,471.09235950902394,nan,3.4756056261939174
965,2020-10-30,DN9ZC0,CUV4BT,3291.1,DOC8GG52,OPN4HA0,CCESLPO,,JPY,1.2480290666241416
966,2022-07-05,D79NLL,CTBZAY,3233.36,DOC9ZCN6,OPJHD7F,CCS9X3Z,326.4998804726215,EUR,2.5681167953894297
967,2020-10-29,DWP538,CWI6M9,4877.58,DOCWQKL6,OPLUJDA,CCPUVPZ,471.09235950902394,USD,2.5681167953894297
968,2022-12-09,DWA12P,C44Q2Y,7325.29,,OPGHLXL,CCX88Q2,471.09235950902394,nan,1.2480290666241416
969,2021-10-09,DL8IEL,C0I0EK,784.91,DOC216EV,OPIYVA7,CCGMAO8,444.1325202720218,BRL,2.135299770937235
970,2020-09-21,DB8PFS,CPAUQ6,8803.82,DOCEGESG,OPX6E0W,CC3X24Y,444.1325202720218,nan,2.5681167953894297
971,2021-03-03,DNVV36,CNL8D1,7374.66,DOCPN14H,OP67UOI,CCZ38UY,430.1553391717098,JPY,2.5681167953894297
972,2021-01-17,DWTLI3,CRPWDE,1847.34,DOCGAK1I,OP5TNWO,CCJCX58,471.09235950902394,EUR,2.135299770937235
973,2022-06-28,DAWYHI,CPASK2,9397.69,DOC81VYF,OPKCZTY,CCNUBRB,6779.970521973589,BRL,2.5681167953894297
974,2021-12-16,D34OVS,CWL4E5,5112.49,DOCVY5C6,OP7NBDL,CCL6OWB,430.1553391717098,nan,1.2480290666241416
975,2022-03-07,D5GFBI,CG6EZA,9998.1,DOCZEC6J,OPJSSPK,CCHZ83I,471.09235950902394,JPY,3.4756056261939174
976,2022-05-25,D9DVIE,CDDXUU,2052.87,,OPPZY8K,CCGZ3BI,471.09235950902394,nan,
977,2022-10-04,DCBIHO,C2KQOA,5395.59,DOC6U2CW,OPB5KNQ,CC0T0UZ,430.1553391717098,nan,3.523286759155978
978,2022-03-08,D6CVL2,CE4223,2973.46,DOC62K2B,OPJPE5V,CC178FQ,430.1553391717098,BRL,2.135299770937235
979,2021-03-26,DELCBK,C5PUPI,3111.32,DOCZ1M5N,OPV0U4X,CCSM47T,430.1553391717098,JPY,1.2480290666241416
980,2021-02-05,DB5D8K,C0A1N9,111934.90062898968,DOC21CKF,OP50ZNB,CC30MOI,2220.1702370673083,EUR,2.5681167953894297
981,2022-06-18,DQPG9I,CWECN1,9225.02,DOCROD1X,,CC0JVWA,444.1325202720218,JPY,3.523286759155978
982,2021-02-22,DEFVS5,CEXERL,8072.11,DOCSYJ03,OPMO9KZ,CC5KGJ9,430.1553391717098,EUR,
983,2023-04-16,DZ61Z8,CR6ODI,7267.02,DOCHTOGF,OPN0XQ8,CCC2AYZ,154.26397977720023,EUR,
984,2020-04-11,DDRHLB,CM9K6Y,5635.82,DOCT0581,OPAQVG5,CCTFPVQ,326.4998804726215,EUR,2.135299770937235
985,2022-03-06,DSJELE,CJYEOE,9230.76,DOCAIQD3,OPGPF9I,CCVS80V,6391.963984371231,EUR,2.135299770937235
986,2020-03-09,D5Z097,CU7H5M,4974.38,DOCNGEXO,OPA5OH5,CCH1959,430.1553391717098,JPY,2.5681167953894297
987,2021-04-24,DKVRLB,C8VX2C,8750.94,DOC9QMXX,OP93P1U,CC45L1B,4698.992714166213,BRL,3.4756056261939174
988,2023-07-20,DAZEBJ,CPYSYO,8356.42,DOCROWE3,OPDANAU,CCMLOER,471.09235950902394,EUR,
989,2020-06-22,DES7GK,CX511H,2216.97,,OPH9TCQ,CC3M21V,471.09235950902394,USD,1.2480290666241416
990,2021-01-17,DK46R8,CNAR7B,7735.13,DOC3RT9Q,OPPZRA0,CCTSSG5,444.1325202720218,EUR,2.5681167953894297
991,2022-01-14,DUPH4Z,CNB473,220.49,DOCJLDR6,OP0H399,CC5SEOG,,USD,
992,2020-04-26,DNF2BP,C2Q7HO,3296.01,DOC4TX16,OP0RNB1,CCFFG7Q,444.1325202720218,nan,2.5681167953894297
993,2023-07-30,DOMEDC,CQZMQC,2372.72,,OPASS8E,CCV8H4Q,2220.1702370673083,EUR,
994,2023-10-19,D7ECD0,C1QT4U,5117.94,DOCMZG5W,OP3CAPL,CC64AVU,471.09235950902394,USD,3.4756056261939174
995,2020-12-21,DEN8WB,CCZDAK,139080.03795923488,DOCCJEY5,OP75YOX,CCRD0V9,326.4998804726215,EUR,2.5681167953894297
996,2021-04-22,DDVVU3,C26ZNR,1067.0,DOCEQH3Q,OPQ10PQ,CC3V888,326.4998804726215,JPY,2.5681167953894297
997,2023-06-04,DFUJKV,CEKGCA,5197.73,DOCKFAWX,OPRW7YU,CCRLZU9,471.09235950902394,BRL,
998,2021-09-01,D4G4V6,CH4OAX,9390.28,DOCIDK10,OPWZMPG,CCD6CXR,430.1553391717098,nan,2.5681167953894297
999,2023-06-08,DDEFFV,CI901L,2363.6,DOCGF4AB,OP7QR59,CC2O0JX,154.26397977720023,BRL,1.2480290666241416
1000,2020-06-26,DKEJR3,C1GLRY,6803.7,DOCARSU5,OPBPAER,CCMHBBW,,BRL,3.4756056261939174
1001,2022-11-14,DI5VPQ,CWZ3U4,5969.51,DOCMY6XD,OP5M5F0,CCJEA54,154.26397977720023,JPY,
1002,2021-08-05,D8HTDO,CV9WB1,199.63,,OPM4LR9,CCOXJU2,154.26397977720023,USD,2.135299770937235
1003,2021-12-24,DENWXI,C60YTZ,4810.68,DOCKR5TT,OPIA359,CCJ3YZY,154.26397977720023,nan,3.523286759155978
1004,2022-04-22,DX0SCZ,C9S1ZC,7116.83,DOCYRXVD,OPRO2DX,CCWAALW,154.26397977720023,BRL,
1005,2022-07-27,DMZLD5,CDPAS4,535.36,DOCN06KK,OP9JG7C,CCP5QF5,,EUR,1.2480290666241416
1006,2020-04-20,D6PLOV,CAH5AX,8807.26,DOC8GZGW,OP35YN2,CCZ35WX,154.26397977720023,USD,1.2480290666241416
1007,2023-07-18,DKUWAG,CJV38W,5248.81,DOC548RE,OPWFV5J,CCSH64F,,nan,2.135299770937235
1008,2023-11-28,DLVT49,C8408S,403.54,DOCQLWG0,OPF22I6,CCAGW2E,444.1325202720218,BRL,
1009,2022-11-23,DHC1S9,CRO6H7,2321.69,DOC898E9,OPDWOUV,CCSYASL,326.4998804726215,BRL,
1010,2023-09-25,DX9VU3,CM9V4U,9541.39,DOC09R17,OPD7VS5,CCZSG98,154.26397977720023,USD,
1011,2023-08-21,DVDGGX,CICUMM,5864.97,DOCMOYFS,,CCQ5185,430.1553391717098,EUR,1.2480290666241416
1012,2023-01-25,D10OFU,C08TKZ,1163.98,DOCYU7IJ,OPUP8OQ,CCU8593,,BRL,3.4756056261939174
1013,2022-05-31,D6P1WR,CQRWZ3,2946.69,,OPQX2CT,CCEFB5K,4698.992714166213,JPY,3.4756056261939174
